Q9LX49	Q9S758	0
Q9FF52	Q4PSL7	1
Q39239	Q96291	1
O81292	Q9M0G7	0
O49299	Q9LHH3	1
P56799	Q9LML3	1
Q9M2V9	Q9SY55	0
F4JIB6	Q43316	0
Q9SRX2	Q9C4Z6	1
Q38833	Q8L5A1	0
Q9LUQ6	Q9STR1	1
Q9LW63	Q9SKT7	0
Q9CAV0	Q93VC7	1
Q9SJV2	Q9SLN5	0
Q8LC95	Q9LYB4	0
Q9STR1	P49200	1
Q94BR1	Q9LJ66	0
Q9LU41	Q9SD64	0
Q9LK10	Q9SR02	0
F4HZ82	Q9FFB3	1
O48783	Q6R8G5	0
O80940	Q8GWB1	0
Q9FJW5	Q9LEY9	1
P59224	P0CH33	1
Q9SKT7	Q9SV46	0
Q93VR9	Q9LV27	1
O22208	Q9M1Y3	0
Q42202	Q8RUC6	1
O82234	Q6E297	0
O49347	Q9C639	1
Q9SYG7	Q9FNK4	1
A2RVK7	Q9ZVW2	1
F4HNU6	Q9FIE9	0
Q9FMH6	Q9FMS5	0
Q8RWZ3	Q9LF46	1
Q1EBV4	Q8GYP3	0
Q8RWZ3	Q9SJD4	1
F4HY32	Q9FMR9	0
Q6K1M3	Q9XIP8	0
F4JGR5	Q9LYH2	0
O82392	Q05728	1
O23177	P58728	0
Q9CA75	Q9SJT9	0
F4K1D3	Q9LD55	1
O23344	Q93YW0	0
Q9FF52	Q9LSA3	1
O22860	Q9SLN5	1
Q9M9W9	Q9SH58	0
Q9LUQ6	P59233	1
F4HZ82	Q9CA98	0
Q8L9Q7	Q05728	1
Q9ZPX2	Q9FIF3	1
Q0WLB5	Q9SE83	1
P0C2F9	Q84R27	0
P43256	Q9SFU0	0
Q6Q1P4	Q9C6K5	0
F4HY32	Q9ZVX0	1
O49485	F4J2K2	1
Q9CA83	Q8L7K9	1
P59224	P42733	1
Q9FLM8	Q9SR71	1
Q9XIA6	P51414	1
Q93YS7	Q9LFE2	1
P32746	Q84W12	0
Q9LK65	Q9M1Y7	0
Q93XM7	P0DKI1	1
Q9STR1	P46286	1
Q9LTA6	Q9SS44	0
O81325	Q06738	0
O80626	F4IH25	1
Q9LUX9	Q9SR05	0
P43289	Q6NMZ4	0
Q0WNZ5	Q9SGU9	1
Q94JQ4	A2RVK7	1
F4IMB5	Q9SLA2	1
Q9FZH0	Q9LV28	1
Q93ZG1	Q9LIN3	0
Q9LZT6	A8MR03	1
Q9FV49	Q9S9P0	0
Q39241	Q9LTS9	0
Q8S8D2	Q9SB89	1
Q66GN2	Q9SRQ6	0
Q8L601	Q9FJK3	0
F4J1H7	Q9FVR9	0
Q9M2X3	Q93VG5	1
P49200	O48717	1
Q93VG5	Q9ZUS6	1
O80626	P56792	1
Q93W02	Q9SHP0	0
Q8W4D8	Q9C580	0
Q6NMB0	Q9LV27	0
Q1PEU4	Q56XW9	0
Q8LBM2	Q9LV17	0
Q93ZY3	Q7XA68	1
Q8GUQ8	O04420	1
Q9FK43	Q9SSR2	0
Q9LD55	P16181	1
Q8L9X5	Q8LCN1	0
O49447	Q9S7F4	0
Q9M0B6	Q93YN8	1
P14713	P42498	1
O48683	Q501D5	0
Q1H583	Q9FHK8	0
Q9XF89	Q9FEP7	1
O49840	Q9SLJ2	0
Q9LJI5	Q9LZM6	1
O80713	Q8LLD4	0
F4IVY6	Q9XIK3	0
Q9SI61	F4HYA7	1
Q9SK22	O80895	1
Q9LPG3	Q9SX48	0
O23247	Q93VG5	1
F4HWU0	Q9C5J7	0
Q9SN19	P0DH85	1
Q6Q4D0	Q9SMT2	0
P56792	Q8LCN1	1
Q9SAI5	Q9FIB4	1
Q9SRZ6	P25851	1
Q9S713	Q39069	1
Q9SF53	Q9STY6	1
O23617	Q9ZV49	0
O80526	P93819	1
Q9SI75	Q9ZPX2	1
Q9LQK7	Q9SVE7	0
P56753	Q9XFH9	0
Q93YW0	Q9M1X8	0
Q39211	Q9LIF6	1
Q42262	Q9FE65	1
Q6NQ64	Q9M8M9	0
Q9FN69	Q9FE46	1
Q0WNP8	Q84LG2	0
P52032	Q84TI2	0
Q9SI75	Q8LPJ7	1
P25873	Q8LEQ0	1
P49205	Q9FLF3	1
Q8L850	Q9M111	0
Q9C641	Q42347	1
Q9LP92	Q9SU29	0
Q9M0F9	O49299	1
Q9LXA7	Q9S7T1	0
Q9CAQ8	Q9LJG8	0
Q93ZZ7	Q9SJU9	1
Q9LRX8	F4J9E4	1
Q9XQC7	O80439	1
O81825	Q9FFD8	0
Q9FLP3	O04308	1
Q8GSD7	Q8H148	0
Q9LUJ5	Q9M3B4	1
Q56W16	P16181	1
O22698	Q8W0Z7	0
Q9M2X3	Q9SI75	1
P0CZ23	Q9LX13	1
Q9SRS2	Q9ZUS6	1
Q9ASS4	Q9ASW5	0
Q96250	O22958	1
Q9FFV8	Q9LX46	0
Q5EAH9	Q93YW0	0
Q9C639	P56754	1
O82491	Q8GYX2	0
Q05085	Q84TH9	1
Q84RJ8	Q9C5P4	0
P49077	Q42601	1
Q945L0	Q9C5M5	0
Q943Z6	Q9ZSZ8	0
Q9LSA3	O22860	1
Q94AI7	Q9LS61	0
Q94KB9	Q9LSI9	0
Q56Y85	Q9STY6	1
O48683	Q9S9V0	0
Q94K59	Q9STZ8	0
Q8RW90	Q9SYG7	1
Q9LML3	Q94K97	1
Q9FLX9	Q42384	1
Q9FZH0	P57691	1
O80805	Q84JL3	0
Q0WUQ1	Q9LSQ3	0
Q93YN8	Q9FH17	0
P61841	P42036	1
F4KHN5	Q1H5D2	0
Q9SJV2	O81884	1
Q9FK59	F4I983	1
Q9M8M9	Q6NQM0	1
O80778	Q681Z2	0
O64903	Q6NMK6	1
Q9FNR1	Q9SN85	0
P93830	Q96247	1
Q8RUC6	Q9SMX4	1
Q9FZ81	Q56Y85	1
O65790	Q9C9C9	1
F4IHL3	Q6NKU9	0
Q8GY31	P59271	1
F4HWU0	Q9SR05	0
O22714	Q9FKZ4	1
Q9S826	P42798	1
F4KI00	O23157	0
Q94F28	Q9XIA6	1
F4KCX6	Q9CAT3	0
Q84WP3	Q9LIR8	0
F4ITB8	Q9LE70	0
Q9FKP0	P56795	1
Q9FG35	Q9FIQ5	0
Q94AQ7	Q9SZJ2	0
Q5PP51	Q9C6Z3	0
Q9M3B4	Q9LZW9	1
P56792	Q9LEY9	1
Q94A56	Q9LEY9	1
Q9SAI5	O23515	1
Q9FLT9	Q9LYU9	0
B9DGT7	Q9FIX1	0
Q9C505	F4J2T9	1
O23515	Q940B0	1
Q9FLF0	Q9M7T1	1
F4J1H7	Q56ZZ7	0
Q9LD83	Q8VZS8	1
Q9CAV0	Q9FFD8	0
P92952	Q9C944	0
Q93VG5	Q9LRN8	1
Q6S7B0	Q8GW13	1
F4KFX5	Q9SKB8	0
Q9FKC0	Q9M385	1
Q9CAI7	Q9LMR5	0
Q940B0	Q9SK22	1
Q0WML1	F4HPE4	1
Q9M9W1	Q9SYH9	1
O22476	Q9LKW9	0
Q9M0E0	Q9M1J8	1
F4II66	P42733	1
Q9LD28	Q9SB89	0
P42798	Q9FKZ4	1
Q8H1G0	Q93VF4	0
Q9SII8	Q8VZU9	1
Q93Z29	Q944A7	0
Q9M3B4	Q9FLX9	1
O49304	Q9SIP0	0
Q9SRK6	Q9LXT3	1
Q94K98	Q9FJN8	0
Q8W4D8	Q9M161	0
Q8W110	Q9M2S6	0
O48780	Q8GW16	0
Q84TE0	Q9ZW82	0
Q8S8N6	Q9FHL8	0
Q93XM7	Q9LZP3	0
Q01909	P56754	1
Q9SUA6	Q9M2K6	1
Q8LG60	Q9SHJ6	0
P59224	Q9C9C6	1
Q9CA51	Q9LVQ4	0
Q42044	Q9M5J8	0
Q9C9C6	Q9SJB9	1
B9DHA6	Q9C514	1
P51414	P42798	1
Q9C8P0	Q56WD9	1
O80489	O81062	0
Q8RWZ3	Q9T0A0	1
F4JRS4	O65649	0
Q9SN73	Q9M385	1
F4ID16	Q9C8I1	0
Q43867	Q9SN26	0
O65639	O65649	0
Q84J48	Q9C500	0
Q93VB8	P49205	1
Q9SKI2	Q8LDK3	1
Q9LZ17	Q9SYL9	1
Q56W16	Q9M2X3	1
Q9CAS6	Q9SSK5	0
Q9FR37	O22765	1
F4JY11	Q9SVN9	0
Q8RXN0	Q9SAE4	0
Q3ECV8	Q501G7	0
Q9MAB2	Q8LDR3	1
P56759	O82597	1
Q9SJP6	Q9M9U0	1
O23264	Q0WNZ5	1
P39697	P56769	1
Q8RWW0	Q9LVM0	0
A0JPW4	Q9C507	0
O80929	Q7XA68	1
F4JQ90	Q940S5	0
Q8L9E3	Q9ZR07	1
P16181	P49200	1
Q38955	Q9LZV4	0
Q94AH9	P59233	1
Q8VYV9	Q9LYV6	0
O82326	Q76FS5	0
Q9SB92	Q9XIB5	0
O49570	Q9SNB6	0
Q8L762	Q9MAH3	0
Q9LPE9	P46637	1
O22137	Q6NLQ7	0
Q9C5V6	Q9FRL5	0
Q9LM92	Q56XE4	1
F4IV18	O80456	0
Q949Q5	P56768	1
O81004	Q9FLF3	1
O04420	Q8VXY9	1
Q6NQM0	Q9FUZ2	1
Q501F7	Q9LPU1	0
P11829	Q9SK66	1
O80528	Q9ZVX1	0
Q0WVH0	Q8LDU0	1
Q39218	Q9S7L9	0
P92557	Q8VZ74	1
F4I4E1	Q84JH2	0
Q9M0E0	P42798	1
Q9SLC3	Q9SN97	0
B8XCH5	Q8RWZ1	1
Q9LZ65	Q9SRK6	1
Q8H0T6	Q9ZW05	0
Q8GYB4	Q9SJD4	0
Q6Q1P4	Q9LDM4	1
Q9SKD3	Q9T0K7	0
Q9LUQ6	O23515	1
P22954	Q84K82	0
Q93ZX4	Q42384	1
Q84R27	P61841	1
P62117	P37107	1
O81304	P42762	0
Q9FIQ5	Q9LFL0	0
Q94JV4	F4II66	1
Q6NPM5	Q84WG1	0
Q9LYZ6	Q9M2U2	1
F4KHB6	Q9SSK5	0
A2RVK7	Q8GS71	0
Q9FNF8	Q8LEM8	1
Q56W16	Q9SLN5	1
Q39264	Q9FYA2	0
O22161	Q9ZQH2	0
Q5BPJ1	Q5EAF6	0
F4K4D6	Q56Y74	0
Q6DBG8	Q9SWH5	1
Q9LVH5	Q9LZB8	0
A0A1P8ASY7	O22809	0
Q9LPV9	Q9SH88	0
Q9FLF3	Q7XA68	1
Q96289	Q9M2V1	0
Q94AU2	P59277	1
Q9LF50	Q9SGD6	0
F4K329	Q9T0P4	0
Q66GN2	Q9LJF3	0
Q9LX88	Q9CAT7	1
Q8RW96	Q9FID2	0
Q8L3W1	Q9FGQ6	0
B9DHA6	Q9FEA2	1
B9DFZ2	P25873	1
O82346	Q5Q0F0	0
P43299	Q9M2E0	0
Q9C9Y8	Q9ZQX8	0
O80962	Q9LMU1	0
P16181	Q9LV28	1
Q8W4E7	Q9ZSY2	1
Q9S7E9	O82191	1
Q9C8I1	P92978	1
Q3E9F5	Q8GYX2	0
Q9SYH9	Q9LRN8	1
F4K1G2	O81067	0
Q9LSY1	O23249	1
F4IV84	Q9LUX9	0
F4JYT3	O65639	0
Q8LE52	Q9ZRT5	1
P25696	Q9M0F9	1
F4HZ82	Q93XY1	0
Q6PQQ4	Q84JH2	0
Q9FKC0	P46286	1
Q9SYL9	Q9FF90	1
Q8GUJ6	Q9C995	0
F4J3N2	Q9MAC8	0
Q66GK1	Q9LT17	0
Q9SGJ0	Q9T0E0	0
O22187	Q93XY5	0
P49077	Q05728	1
Q9LYG9	Q9XEA1	1
Q9ZNT0	F4IB75	1
Q8W2B8	Q9LFE4	0
P39697	Q9FMX0	1
Q9M2X3	Q93YS7	1
Q9M2E0	Q9S758	0
F4I907	Q9FHY7	0
F4IUG9	Q8GYG1	0
Q8RVQ9	Q8LA16	1
Q0WLY0	Q9LQI8	0
F4JA80	Q9FUS6	0
F4HQ87	Q8GZ96	0
C0SVJ2	Q8RX85	0
Q8RXL7	Q9FF49	0
Q9M385	Q9SAI5	1
Q9C500	Q9SN19	0
Q9STY6	Q8LGG0	1
Q84WV7	Q9CA51	0
Q9ZNV4	P83291	1
Q9ZSS6	Q9LF46	1
Q06738	Q500V9	0
Q9LJY5	Q9LX20	0
O64650	P46286	1
Q93WL3	P42762	1
Q8LBM2	Q9FLZ6	0
Q9C7A2	Q9SD64	0
Q0WLY0	Q66GK1	0
Q9SRZ6	Q9FX83	1
Q9C995	Q9FRL5	0
F4IRF5	Q9STY6	1
F4K1G2	Q93Y06	0
O22812	O49255	0
F4IL76	Q93VC7	1
Q0WNP8	Q94K88	0
Q8GXE7	Q9ZSB8	0
Q0WUG6	Q9FL69	0
Q9M0A7	Q9SA14	1
O80800	Q9SIE3	1
Q9C5Q2	Q9FI02	0
Q9LZ17	Q940B0	1
Q93W03	Q9SUI5	0
Q8L5Y5	Q93ZA8	0
Q9LFT8	Q9LQT8	0
Q5GM68	Q9CAT3	0
Q0WLB5	Q42202	1
Q9STW6	P22954	1
Q0WVM5	P50546	1
Q84MA5	Q9M2K6	0
Q42202	Q9LPT6	1
Q9M0X9	Q8LPS1	1
A0MFS5	Q8GWM5	0
O48683	P43289	0
Q680L3	Q8GYE0	0
P56754	F4IMB5	1
Q5PP29	Q9C877	0
Q9SK69	Q9FN19	1
Q2QAV0	Q9ZPZ4	0
F4JQ90	Q8L8Y0	0
Q84WU1	Q9C6Y3	0
Q3E909	Q9M0M7	0
Q56Y85	Q9FZ81	1
Q8RW90	Q9C9C6	0
O64703	Q9FYF9	0
O82597	Q0WQ91	0
P26289	Q9SSB8	1
Q39070	O23249	1
Q84RR0	Q8LB54	0
Q9LZP3	Q9SLC8	0
F4JA39	Q9LPD7	0
Q9SYX1	Q9M158	1
Q9ZPX5	Q9LEU8	1
F4J1H7	Q8W471	0
F4HT41	P49572	0
Q9LK47	O80774	1
F4JM55	Q9C707	0
F4HPB7	Q9C712	0
P42798	Q9FM54	0
F4IIS6	Q9ZPZ4	0
Q9LX88	P42733	1
Q8W463	Q9SMX4	1
Q93Y22	Q9LQY3	1
Q8GWM5	Q8L7W1	0
Q42262	Q8VZU4	1
Q944B6	O22765	1
Q8W4M5	Q9SYP2	1
O22290	O04204	1
Q9SMX4	P56754	1
Q9LSP9	Q9SWW6	1
O64903	Q9FKC0	1
P0CZ23	P93292	1
O24616	Q9SJB9	1
Q84W56	P56780	1
O49707	Q66GP5	0
Q8LBH4	O82730	1
F4IRA9	Q38953	0
F4J5D3	Q9T080	1
Q5PP51	Q66GJ0	0
F4JBX1	F4JME7	0
O64973	Q9LSS0	0
Q9S831	Q9XF89	1
P0C7R1	Q9SEL7	0
Q8LCN1	Q9ZVX0	1
Q8L7K4	F4JMJ1	1
Q8GRX2	P49200	1
F4JRR1	Q0WPA5	0
P51412	Q9SAJ6	0
O22165	Q9STY6	1
Q9FJY5	Q9SN19	1
F4I824	Q9LMQ2	0
F4J5M9	Q8LPR5	0
Q9FYE1	P43297	1
Q9LRT1	Q9SRN0	0
Q8LDU0	Q9SHJ6	0
O82179	Q9S7E9	1
P16181	Q9FKZ4	1
Q9SP35	Q9SK66	1
Q84WV7	Q9M107	0
Q9SZ15	Q9FFB3	1
Q5XET4	Q9LS88	0
Q9LFN6	Q8S9I4	1
Q9FHD4	Q9FYN3	0
P48484	O22290	1
C0LGI5	Q9ZR72	0
Q7DM58	Q9SRQ7	0
O23077	Q9ZSZ8	0
Q5XF79	Q9SHH7	0
P48001	Q9FL17	0
Q9SHE7	Q9CAV0	1
P56792	Q9SF53	1
Q9M2C6	Q9SH88	0
C0SVJ2	F4I4A6	0
Q9SUN5	Q0WMV8	1
F4JR96	Q9FLP2	0
Q93VC7	P62117	1
O22947	Q9SFG6	0
F4IMH3	P59232	1
Q9FLF0	Q9MAB3	1
Q8GXW5	Q8VYK6	0
Q9LP37	P56792	1
Q93ZG1	Q9T028	0
O48790	Q8GY31	1
Q94ID2	Q9ZW82	0
Q9SB52	Q9SLC8	0
A0A1P8BH59	Q84Y18	0
Q7Y1C4	Q9S758	0
Q9ZQP2	P56755	1
O23390	Q9FY84	1
Q6DBQ2	Q9LZA6	0
P92557	P42036	1
F4IRF5	Q9C4Z6	1
Q8RWI0	Q9FK33	0
Q7X6P3	Q9C639	0
Q9SAI5	Q6NM52	1
Q8GXW5	Q8RW96	0
Q84WM9	Q9LV28	1
F4IBL0	Q9S791	0
Q6NLP2	Q9LZI4	0
O65639	Q9FZ93	0
Q56W16	Q9LV28	1
Q9M2X3	Q9M0E0	1
F4JYZ8	Q9SLD9	0
Q9STR1	Q0WVH0	1
Q9LVF4	Q9SJ00	0
Q9FMA3	Q56WD9	1
P56759	P61841	1
Q9FF90	Q9LHP1	1
Q42202	Q9SYG7	0
Q8S9D1	Q9LFL9	0
Q8H148	Q9C952	0
Q9FUZ2	Q38833	1
O80626	Q9SRS2	1
Q8LDU0	Q6NQM0	1
Q5BPJ1	Q6Q4D0	0
Q9LUI9	Q9ZWT1	0
Q84VW1	Q9FFH5	0
Q9ZPX5	P11832	1
Q9FMX0	Q94A65	1
P42036	Q9SGU9	0
Q9SF47	Q38882	1
Q0IGM5	Q9LPV9	0
Q8GYN5	Q9LYV6	0
Q39032	Q9SYI3	0
Q8VY52	P82538	1
Q9FIF3	O04202	1
Q42347	Q9LZ17	1
Q9FVX3	Q9LJU2	0
Q4V3E0	Q8W4D8	0
F4JZM4	Q9SKP4	0
Q9M9Y8	Q9SJ31	0
O80481	O80734	0
Q9C8I1	Q9FMU2	0
Q93VB8	Q9FLF3	1
P59271	Q9LRX8	1
P11829	Q93Z11	0
Q9ZQH3	F4HTY0	1
Q500V9	Q9SAF2	0
Q94JV4	O04202	1
Q8W463	Q9LRX8	1
Q93Z72	Q9C514	0
Q94BR1	Q9C4Z6	0
Q9LK10	Q9S9V0	0
Q84V22	Q9M1P5	0
Q9SRS2	Q38833	1
Q0WVJ5	P34790	1
Q9FLC2	Q9SRX2	0
P38025	Q9SPK5	1
Q9FIX3	Q9SLC8	0
Q9LRX8	Q9LZ65	1
P46283	Q9XF89	1
Q9M111	Q9SLN5	0
Q9ASS4	Q9ZR12	0
F4K2M9	Q2V4B2	0
Q9S7Z3	P46416	1
O49299	Q9M275	0
O81832	Q9CB03	0
Q6DYB5	Q9FLF3	0
F4KG57	Q0WQ91	0
Q9FIF3	Q0WVM5	1
Q67YL8	Q9SVY1	0
Q94A56	Q93VC7	1
F4HQ84	Q9SEL6	1
F4K2L8	P56758	0
Q9LJH5	Q8GWU0	1
F4I907	Q93Z53	0
O22224	Q9SJA6	0
F4IBL0	Q8LDS7	0
P94102	Q84LK0	1
Q9LIN3	Q9MA75	0
Q8RWA7	Q9LNP2	0
Q9LX13	P11829	1
Q9LK71	Q9LZP5	0
Q9SAE4	Q9SCS9	0
F4KD49	O64791	0
Q6NLH7	Q9SH88	1
Q5YDB6	Q9FNY3	0
Q9C952	Q9SY05	0
Q9C9C6	Q9SVZ6	1
Q9FYC2	O82663	1
Q0WQ75	Q9FHY8	0
O80928	Q94F88	0
O80940	Q9C5F3	0
Q0WUQ1	Q67YA7	0
Q39152	Q9LFL2	0
P14671	Q9LRR7	0
F4JVI3	Q6DYE4	0
Q8VYK6	O04202	1
Q9SMQ3	P59232	1
O82662	Q9LW84	0
Q9FXI7	Q42202	1
Q9LPP3	O04023	1
Q9SRS2	Q9C9C6	1
F4JRJ6	Q9LD28	0
O23166	Q9S713	1
Q94AI8	Q9XIE2	0
Q06738	O48832	1
O81014	Q9SFC4	0
P56751	Q9LD57	0
F4K727	Q84WV0	1
Q9FHA3	Q9FL33	1
Q8W4C5	Q93V93	0
Q8GUH8	Q9SHH7	0
Q56Y74	O22812	1
Q9SD96	Q94AU2	1
Q9C7F9	Q9M2V9	0
P36211	P49200	1
Q9FMA3	Q42202	1
F4JYT3	Q84RJ8	0
Q8LB54	Q9C9E5	0
Q9FKC0	Q9SKX8	1
Q8S9K3	O80860	1
Q0WUY1	Q9C504	0
F4IDC8	P0DKC5	0
Q9FLQ4	Q9LT38	0
O22957	Q9LI62	0
Q9C9U2	Q940A7	1
Q8H126	Q9LHH3	0
P0DI04	Q8VZL6	0
O49299	Q39173	0
O80651	Q8LBM2	0
Q8GYX2	Q9C9F0	0
O80778	Q9LV28	0
Q9ZQH2	Q9CAM7	1
O80860	Q8VYY8	0
F4HQ84	Q9FIP9	0
Q6E297	Q94K68	0
Q8LFH7	Q9SYH9	1
Q9FKP0	Q93VC7	1
P41916	Q9LE82	1
F4I8U2	Q9FFV8	1
Q39244	Q56XE4	1
Q93VB8	Q9M8M9	1
Q9LSA3	Q42202	1
Q1JPP0	Q9SRQ7	1
P42818	Q9M337	0
Q9CAQ8	F4JRP0	1
Q9LT25	Q9ZQH2	0
Q38833	Q9LX88	1
Q9FGF3	Q9LNJ5	0
Q9SRQ7	Q9LY23	1
Q38820	Q9LSQ2	0
Q94JY0	Q9FKC9	0
Q9LFE0	Q9LEY9	1
Q9FUT3	Q9M2S0	0
Q5MFV8	Q9SJ84	0
Q93YS7	P16181	1
Q8VZS7	Q9M276	0
Q05762	Q9LVC5	0
Q943Z6	Q8LEM8	1
P42497	Q9FHA3	0
B3H5X2	P51414	1
O82662	Q9SJB9	1
F4JAU3	Q6NKX1	1
F4HTY0	Q07473	1
Q9SFX3	P38389	1
Q8H148	Q9SK71	0
Q9SHH6	Q9SZ54	1
Q05728	Q8LB65	0
O22781	Q9C8W9	0
P92557	P56753	1
P30183	P53492	1
P54609	Q9STT2	0
O82663	Q94ID2	0
Q0WQJ7	Q9C7X5	0
Q9LI83	Q9S710	0
P56768	P60129	1
Q6NMS1	Q8GUH8	0
Q9C5D7	F4IZK0	1
Q9LPV9	Q94C55	1
O80462	Q9SYH2	0
